eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E0805	designdocs	DESIGN_RECOMMENDATIONS.md §8 Map-layer systems	The Advance Man	consumable			Map consumable/skill that reveals fog-of-war nodes ahead of the player.			0
E0806	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The All-Nighter	unknown			A triple-length show: 3x submits, 3x goal, 3x reward.			0
E0807	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Ambitious Card	skill			Always rises to the top of the deck after shuffles; a related secret rewards beating a 'Houdini' boss with it.			0
E0808	designdocs	DESIGN_RECOMMENDATIONS.md §1 How I read your design	The Anarchist (reject as player card)	boss			Silences/disables the rule deck while in play; recommended as a boss effect rather than a player card.			0
E0809	designdocs	DESIGN_DOC.md §14.5 Summary-only cards	The Anarchist (summary)	boss			Disables all other Rule cards while in the Ring.			0
E0810	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Arcade	unknown			A minigame node reusing solitaire-variant events for tickets.			0
E0811	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The At Liberty pool	rule			Between towns, hire discounted cards other 'shows' have dropped.			0
E0812	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The audience warns you	rule			The crowd (UI) shouts a warning one step before a hazard hits a card; villains earn boos (heat).			0
E0813	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Avatar	stamp			A card wears another card's face/identity; unmasking rules apply.			0
E0814	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Backlift	skill			Scores +N per card currently stacked on top of this card.			0
E0815	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Backward-Backward	skill			Reverses a run's direction mid-meld: a descending run counts as ascending for one column.			0
E0816	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Bahurupiya	type			Arrives each show as a random different class.			0
E0817	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Balance boss	boss			Cannot be defeated, only balanced: end the show with row points and column points within X% of each other.			0
E0818	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Barrel	unknown			A one-time colossal fame gain with zero gold reward.			0
E0819	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Basket	skill			'Destroys' a card into the basket; it reappears in the Entrance next show, unharmed, granting +fame.			0
E0820	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Bauta	stamp			While worn, the card's rarity and identity are hidden from effects, inspections, and towns.			0
E0821	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Belt	stamp			Exactly one card in the world holds it, doubling that card; belt-challenge bosses can take it away.			0
E0822	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Birdman Race	unknown			A first-to-claim seasonal contest; the winning card holds a tour-long title.			0
E0823	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Blank	rank			No rank and no suit; stacks legally on anything and anything can stack on it; scores 0 points.			0
E0824	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Blind Spot	rule			While the town inspector watches one zone, banned (Outlawed) cards can act in the other zone.			0
E0825	designdocs	DESIGN_REFERENCES.md §B4 Danger Acts	The Blockhead	skill			Absorbs one Knife projectile per show as points instead of damage.			0
E0826	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Board (Ouija)	consumable			Ask the deck one yes/no question per show.			0
E0827	designdocs	DESIGN_RECOMMENDATIONS.md §2.2 Alt win cons: The Booking	The Booking	consumable			A contract card sits in the rule deck for the show; player declares a booking (e.g. score X with no knife melds, win in 2 submits, trigger 12 unique feats) and the show is won by fulfilling it rather than by max score.			0
E0828	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The Boot Code	rule			Adjacent cards pass a buff down a row via untriggered 'rhythm,' untraceable by boss effects that punish triggers.			0
E0829	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Box Theater	skill			Cueing it runs a one-card mini-submit inside itself.			0
E0830	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Brass Ring	rule			A bonus token rotates around the board's columns each turn; scoring the column while the ring sits on it grants a grab bonus.			0
E0831	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Butoh Walker	skill			Moves one slot every other turn, permanently transforming (buffing) every slot it passes through.			0
E0832	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Butterfly Trick	skill			Creates fluttering paper-token cards (rank 1, any suit) that drift down one column per turn.			0
E0833	designdocs	DESIGN_REFERENCES.md §B4 Danger Acts	The Called Shot	skill			Destroys the top card of any stack, leaving the rest of the stack intact.			0
E0834	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Calm Voice	skill			Negates one disaster event by converting it into a show, gaining fame from the crisis.			0
E0835	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Cannon King (Zacchini)	type			Fireworks-suit cards may score from the Entrance.			0
E0836	designdocs	DESIGN_REFERENCES.md §A11 South America	The Capoeirista	skill			Registered as a Dancer but functions as a fighter; performs even in towns that ban combat acts.			0
E0837	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Card Index	skill			Cue: search the deck for any card and put it in the Entrance.			0
E0838	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Castell	skill			Build a tower and crown it with the smallest card for a massive bonus, with collapse risk scaling per level; a four-word motto maps to four buff types.			0
E0839	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Chamber (Waxworks)	unknown			A museum node that buys 'likenesses' of the player's destroyed cards for gold.			0
E0840	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Charm	skill			Card text describes one trigger (music) while the real trigger is something else (movement).			0
E0841	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Chest	skill			The card's weight (Heavy/Light) flips depending on whether the player or an effect is moving it.			0
E0842	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Chorus (Kecak)	skill			+mult per rank-1 card on the board whenever any meld scores.			0
E0843	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Claimed Feat	skill			Scores fame for a stunt that never happened; if exposed later, lose double.			0
E0844	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The clean dodge (Recortadores)	skill			When a hazard targets this card's column, it vaults the hazard, which passes through and scores points instead.			0
E0845	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Cliffhanger	unknown			Ending a show mid-trick plummets the next town's fame requirement, but the trick must be 'resolved' there.			0
E0846	designdocs	DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Clock Hang	skill			Placed half-off the board's last column for double spotlight and double score, but risks a random gust that drops it.			0
E0847	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Collective deck	unknown			A leaderless deck where every card shares the ensemble's average power; +mult if the deck contains no rares.			0
E0848	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Committee	unknown			Submit a Gaff for 'testing': huge reward if it survives scrutiny, destroyed if not.			0
E0849	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Contortionist	skill			Folds to share a single board slot with another card.			0
E0850	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Cooler	consumable			Replace the remaining draw deck with a perfectly pre-ordered copy, once per run.			0
E0851	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Costumier	type			Cards may hold 2 stamps instead of 1.			0
E0852	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Courier	skill			A card straddles two columns at once, scoring in both.			0
E0853	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Crowd Surf	skill			Passes a card across the tops of all columns hand-to-hand, gaining +1 per column crossed, but is discarded if any column is empty.			0
E0854	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Crowd Takes Over	unknown			For one turn, a seeded-random 'audience' makes the player's moves.			0
E0855	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Cutting Contest	unknown			Alternating melds where each must beat the previous score.			0
E0856	designdocs	DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Demolition Show	unknown			Discarding scores points per card destroyed instead of playing normally.			0
E0857	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Designated Loser	boss			A boss the player always beats, with a hidden 1-in-1000 chance it wins instead.			0
E0858	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Diplomatic Show	unknown			Defuse a hostile town with one perfect performance instead of meeting its score requirement.			0
E0859	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Dirty Opening	unknown			Show starts with all cards debuffed ('muddy'); every card that scores anyway earns double.			0
E0860	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Disaster March	unknown			A hidden audio cue plays one turn before a surprise boss effect, rewarding players who learn the tell.			0
E0861	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	The Discoverie	consumable			A book card that reveals every Gaff/fake in play; banned in some towns.			0
E0862	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Diva	skill			Strongest card in her class, but her skill is disabled unless placed first each show.			0
E0863	designdocs	DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports	The Double	skill			Takes destruction meant for its assigned 'star' card.			0
E0864	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Drone Swarm	skill			Projects any formation bonus the player has previously scored, without needing the original cards.			0
E0865	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Dubplate	unknown			A custom exclusive card forged for the player's save file only; clash events let it be 'played' against rival shows.			0
E0866	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Duck	skill			Pretends to consume cards (they secretly go to a hidden store, retrievable later) — a fake Gluttony.			0
E0867	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Eating Contest	unknown			A sanctioned outing for Hippo/Gluttony/Tigers-family cards to consume the town's offering faster than a rival.			0
E0868	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Egg Bag	skill			A container card that always appears 'empty' when checked but produces a card when it matters.			0
E0869	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Egress (event)	unknown			Following a mysterious sign skips the node entirely, with no reward and no risk.			0
E0870	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Elimination Save	rule			When two cards would be destroyed/discarded at once, they duel and the winner survives.			0
E0871	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Encore Exit	skill			Voluntarily discard this card mid-show; it is called back next turn at +rank.			0
E0872	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Endless Fan	skill			Draw +1 card every turn while spotlit.			0
E0873	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Equestrian (Astley)	type			Melds scored in the First Ring (first 5x5) get +mult.			0
E0874	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Erdnase Cipher	unknown			A card-author signature appears on random cards across many runs; collecting/scoring all of them unlocks an unexplained reward.			0
E0875	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Exile (daily challenge)	unknown			An endless-mode vignette used as a hard, fixed daily-challenge layout.			0
E0876	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Exploration Show	unknown			No score goal; only hidden bonuses to find in a pre-built board.			0
E0877	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Faire	unknown			A reverse show where the town's audience are performers and the player's cards judge them, for easy fame.			0
E0878	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Fanchant	rule			Melds are 'answered' by the crowd via delayed echo scoring once town loyalty is high enough.			0
E0879	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Faro Bank	unknown			A gambling node where the house cheats, and the player may cheat back.			0
E0880	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Fifteen	rank			Card also melds with any neighboring cards whose ranks sum to 15 (cribbage rule), as a rare pip ability rather than a default rule.			0
E0881	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Fire (venue loss)	unknown			Lose a venue mid-tour; an insurance/rebuild choice defines the next act.			0
E0882	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	The Fire Marshal	boss			Flames-suit cards cannot score; Flames cards in the deck become Wax.			0
E0883	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	The First Juggler	unknown			An ancient Balls-suit card grants an oldest-trick-in-the-book bonus for scoring the simplest possible meld.			0
E0884	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Flash Mob	skill			Deploys the entire Entrance to the board in one action, once per show.			0
E0885	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Flyting	unknown			An insult-duel against a town champion; the winner takes fame from the loser.			0
E0886	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Foot Juggler	skill			Holds one card suspended in a sub-slot above itself, spinning, as a playable stored card.			0
E0887	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Forged Ace	unknown			A counterfeit card of enormous value; if a town inspects it, the run's economy takes a penalty.			0
E0888	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Free Show	unknown			A no-fee performance: heals the whole deck one debuff, gains no gold.			0
E0889	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The friendly grapple (Glíma)	unknown			A no-stakes duel node to test a card against a boss's stats without risk.			0
E0890	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Gaff	rank			Wild pip that displays a fixed rank/suit until scored, then reveals its true randomly-determined value.			0
E0891	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Gathering	unknown			A festival node where every regional card pool is available at once, one purchase each.			0
E0892	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Ghost Show	unknown			After real-world midnight, one secret card can only be found in the menu.			0
E0893	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Ghost Train	unknown			A blind node whose contents can't be previewed, offering better average rewards.			0
E0894	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Giant	skill			Occupies a 2x2 board footprint, kept active by adjacent 'crew' cards.			0
E0895	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Gift Exchange	unknown			Trade one of the player's cards for one of the town's, both sides choosing blind.			0
E0896	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Golden Buzzer	consumable			Skips one town's requirement entirely, with confetti.			0
E0897	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Grand Vanish	skill			Hides an entire column (can't be seen, targeted, or scored) for a turn, then it returns with interest.			0
E0898	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Griot	skill			Preserves score/combo between shows, and re-triggers one effect from the previous show.			0
E0899	designdocs	DESIGN_REFERENCES.md §B1 Aerial & Wire	The Grip	skill			The bottom card of a stack holds everything above it legal, regardless of normal stacking rules.			0
E0900	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Guardian (Moko jumbie)	skill			From its column, reveals boss intentions one turn early.			0
E0901	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Guest Star	unknown			A legendary card joins for exactly N shows then departs, unless a secret condition keeps it permanently.			0
E0902	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Half card	rank			A half-rank card that takes up only half a slot, so two halves fit one board slot.			0
E0903	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Hat	rule			After any show, an optional flourish converts leftover combo into gold instead of fame.			0
E0904	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Headliner (Ace)	rank			Face-card rename; counts as high or low rank in runs (real solitaire ace rule).			0
E0905	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Heel Turn	unknown			Flips the leader to heel mode mid-tour: new powers, every town's reaction changes, no going back this run.			0
E0906	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The High Dive	skill			Drop a card from the top of a column to the bottom for points that scale with fall height.			0
E0907	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Holdout	skill			Store one card outside the game; insert it into any stack at any moment (once); if a town 'searches' the player, it is lost.			0
E0908	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Hologram Tour	skill			Resurrects one destroyed card for one show as an intangible Pepper's Ghost duplicate.			0
E0909	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Hometown Hero	skill			Names the current town when scored, granting a small bonus in every town universally.			0
E0910	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Hook	boss			A boss/town removes the player's weakest card mid-show unless it scored last submit.			0
E0911	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Hunger Artist	skill			Gains +N for every consecutive show it stays in the deck unplayed; scores a huge burst when finally played, then resets.			0
E0912	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Illustrated card	stamp			Can hold unlimited stamps but no other slot content.			0
E0913	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Imitator	skill			A Gaff copy of another card in the deck that scores more than the original while the original is absent.			0
E0914	designdocs	DESIGN_REFERENCES.md §A5 China	The Impersonation	skill			Copy the skill of a card that was destroyed this run.			0
E0915	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Incubator	skill			Exhibited (covered) cards recover debuffs/ranks while 'on display.'			0
E0916	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Instrument	skill			A prop card keeps 'failing' (moving away) until finally played, then scores everything it dodged.			0
E0917	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The interlude (Kyōgen)	unknown			A small comic bonus round between boss shows that heals debuffs.			0
E0918	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The International Final	boss			Neighboring map regions 'vote': suits favored by regions the player toured generously score extra.			0
E0919	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Invisible Wall	skill			Blocks one column with nothing: no card is there, but nothing can enter or leave for a turn.			0
E0920	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Joey (Jack)	rank			Face-card rename to a troupe role; unlocks 'Joey synergy' clown cards.			0
E0921	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Joey (Grimaldi, leader)	type			Once per turn, free use of Slapstick (swap adjacent ranks).			0
E0922	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Junk Orchestra	skill			Prop cards score by 'rhythm' (a positional pattern).			0
E0923	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Kayfabe rule card	rule			While in play, all Gaffs/Humbugs count as real and score as what they pretend to be; removing it reverts everything.			0
E0924	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Kickline	skill			A full-row Dancer formation bonus when all 5 columns' top cards share a suit.			0
E0925	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Kite	skill			Launches a card above the board (out of play); it returns on a chosen later turn with a wind bonus.			0
E0926	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Lantern Roast	unknown			The town satirizes the run's failures for laughs; accept for fame or take offense.			0
E0927	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The Laughing Duel	unknown			A pattern-matching minigame against a town where breaking rhythm (misclicking/failing a meld) loses.			0
E0928	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Lecture	unknown			An 'educational' framing converts any card's flavor text into fame.			0
E0929	designdocs	DESIGN_RECOMMENDATIONS.md §6 Acrobat	The Leotard	skill			Cue: move this card and everything stacked above it to any column, legal or not.			0
E0930	designdocs	DESIGN_REFERENCES.md §A5 China	The Lion	skill			A card is secretly two cards, splitting when destroyed; placing it harvests a bonus from the card beneath it.			0
E0931	designdocs	DESIGN_REFERENCES.md §B4 Danger Acts	The Lion's Bride	skill			Scores for occupying the same column as a dangerous Animal card without being eaten.			0
E0932	designdocs	DESIGN_REFERENCES.md §A11 South America	The Little Umbrella	skill			A prop card that lets its holder perform Acrobat moves.			0
E0933	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Locked Room	unknown			A node requiring specific card types as 'keys' to open its reward.			0
E0934	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Machine (fortune-teller)	unknown			Pay a gold card to receive a guaranteed true fact about the next 3 nodes.			0
E0935	designdocs	DESIGN_RECOMMENDATIONS.md §6 Fortune Teller	The Major Arcana	consumable			22 unique one-shot consumables, e.g. The Tower destroys a column, The Wheel rerolls a row's ranks, The Hanged Man flips a stack's order.			0
E0936	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Manager	skill			Cues an adjacent card's ability as its own action.			0
E0937	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Marathon	boss			A multi-show gauntlet where the board does not fully reset between shows.			0
E0938	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	The Marotte	stamp			The card carries a mini-copy of itself; if destroyed, the copy survives at rank 1.			0
E0939	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Mask Wager	unknown			Stakes a card's stamp/identity in a duel; unmasking is permanent across the save file.			0
E0940	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Masked Audience / One-on-One	rule			Fame sources are hidden around the board to be found; a One-on-One event performs for a single audience token for outsized intimate fame.			0
E0941	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Mighty Atom	skill			A rank-3 card that can legally hold any size stack above it.			0
E0942	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Minimal deck	unknown			No stamps, no types; pure pips and stacking only.			0
E0943	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Mitt Camp	unknown			Pay for a reading: a true random fact about the run's future, seeded so it's always honest.			0
E0944	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The modern Committee	unknown			Stake a Gaff against a huge prize; survive scrutiny for a fortune.			0
E0945	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Monkey (Sarumawashi)	skill			A token climbs one column per turn and cues whatever card it sits on.			0
E0946	designdocs	DESIGN_REFERENCES.md §A11 South America	The Murga	skill			Scores based on the run's history: +points per boss beaten, per card lost, per event survived.			0
E0947	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Museum of Humbugs	unknown			Buy a cheap Gaff card that has a small chance of secretly being a Legendary.			0
E0948	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The New Act	unknown			An unheard-of attraction (a mechanic not yet unlocked) previews for one show.			0
E0949	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Ofrenda Show	unknown			For one night, destroyed and discarded cards return from the discard pile to perform a single show, then rest again.			0
E0950	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Overrun	unknown			The show goes free (zero gold), but grants enormous permanent fame and permanently changes the town.			0
E0951	designdocs	DESIGN_REFERENCES.md §A11 South America	The Ox	skill			Its destruction IS its act: the town celebrates (fame) when it's destroyed, and it revives next show.			0
E0952	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Palace / death trail naming	unknown			The final city is named The Palace; circuits become route templates, with a 'death trail' as the hardest route.			0
E0953	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Patch	consumable			Cancels one town penalty/hazard before it applies.			0
E0954	designdocs	DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	The Pickup (dzhigitovka)	skill			During the Next-phase drop animation, snatch one falling card and redirect its column.			0
E0955	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Pie Car	unknown			Rest node: heal one debuff, or gamble at a rigged Three-Card Monte for a tiny chance of a big win.			0
E0956	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Pitch Lottery	unknown			Bid gold cards for first pick of the next three nodes.			0
E0957	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Pole (Mallakhamb)	skill			Buffs everything in its column, more so the taller the column grows.			0
E0958	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Pose (Sandow)	skill			Scores by being displayed (spotlit doing nothing) rather than melded.			0
E0959	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Pose (Voguing)	rule			Holding a scored formation one extra beat grants bonus tips.			0
E0960	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Prepared Town	boss			Pre-inspects everything: all Gaffs and Humbugs are disabled here.			0
E0961	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Procession	rule			A moving meld walks one column per turn, collecting +1 from each column it crosses.			0
E0962	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Puppet (Bunraku)	skill			A powerful card that only functions with 2+ adjacent supporting cards.			0
E0963	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Puszta Five	skill			For one turn, one card straddles all columns, scoring in every column's meld.			0
E0964	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Pyramid (Moroccan tumblers)	skill			A formation meld: 3 cards atop 2 atop 1 across adjacent columns.			0
E0965	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Radio Dummy	skill			A card whose stated gimmick is nullified by its board context, and which scores anyway.			0
E0966	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Rappings	unknown			A 'haunted' node where answers come by knocks; debunking it does not un-haunt the town.			0
E0967	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Raree Box	consumable			Peek at the next N cards of the deck for the cost of a gold card.			0
E0968	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Rat Sheet	consumable			Raises a Rival Show's difficulty for everyone, but steals part of its fame if both parties pass.			0
E0969	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Regurgitator	skill			Swallows up to N cards and can produce them later in any chosen order.			0
E0970	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Renaming	unknown			Sideshow class tags upgrade to a better-received class label after a vote event.			0
E0971	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Rider	skill			Long rule text hides one small instruction; obeying it doubles the card.			0
E0972	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Right to Perform	unknown			A town tries to ban the show: comply for no fame, or resist to fight a hazard show for double fame and permanent town change.			0
E0973	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Ringmistress (Queen)	rank			Face-card rename to a troupe role.		designdocs	1
E0974	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	The Rival Show (recurring boss)	boss			Goal score is pre-raised, but beating it steals one of the rival's cards.			0
E0975	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Rodeo Clown	skill			When a boss attacks a card, this card redirects the hit to itself.			0
E0976	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Rope Trick	unknown			A card exists only in rumor pools and can never drop, until a hidden condition makes it real.			0
E0977	designdocs	DESIGN_RECOMMENDATIONS.md §8 Map-layer systems	The Route Book	rule			Pre-run planning UI where the player traces an intended path; deviating from it costs fame.			0
