id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0563,The Claque,unanswered,,consumable,J8,J - Economy & resources,J8 - Debt,,,,,"Consumable: raises this show's fame floor to 60% of goal, but costs 1 Gold at every subsequent show forever",CARD_CATALOG,"Consumable: this show's floor rises to 60% of goal, but every later show costs 1 gold, forever","Consumable: this show's floor rises to 60% of goal, and the next three shows each cost 1 gold","Consumable: this show's floor rises to 60% of goal, and every later show's reward drops by 5%"
Q0564,The Greed,unanswered,,rule,J8,J - Economy & resources,J8 - Debt,,,,,Being rich raises the bar,cryptid,Boss: the goal rises with the gold you hold when the show is selected,"Boss: the goal rises with the gold you hold, recalculated at every act","Boss: the goal rises with gold held, and spending gold mid-show lowers it again"
Q0565,The Ox,unanswered,,rule,J8,J - Economy & resources,J8 - Debt,,,,,Boss: your favourite hand costs you everything,balatro,Boss: scoring your most-played hand type sets your gold to nothing,Boss: scoring your most-played hand type halves your gold each time,Boss: scoring your most-played hand type costs gold equal to what that line scored
Q0566,Inflation,unanswered,,rule,J9,J - Economy & resources,J9 - Price setting,,,,,Everything you buy raises the prices,balatro,Every purchase permanently raises all shop prices,"Every purchase permanently raises all shop prices, and every sale lowers them",Every purchase raises prices for the rest of the town only
Q0567,Rotten Egg,unanswered,,skill,J9,J - Economy & resources,J9 - Price setting,,,,,Crashes the sale price of everything,cryptid,"Sets the sell value of every card, present and future, to the minimum, then destroys itself once it has earned enough","Sets the sell value of every card to the minimum permanently, with no escape","Halves the sell value of every card, and pays you the difference each time one is sold"
Q0568,Banner,unanswered,,skill,K1,K - Turn resources & flow,K1 - Discards,,,,,Paid for the discards you did not use,balatro,Scores bonus points per unused Entrance discard remaining,"Scores bonus points per unused discard, doubled if none were used at all","Scores bonus points per unused discard and per unused undo, together"
Q0569,Crazy Tan escalating draw penalty,unanswered,,rule,K1,K - Turn resources & flow,K1 - Discards,,,,,Skipping compounds,gam draft.txt:1353,Each consecutive turn without a legal placement raises the number of cards the next player must discard by one,"Each consecutive turn without a legal placement discards one extra card from the deck, resetting when a placement happens",Each turn without a placement raises the discard penalty by one and lowers the show's goal by the same
Q0570,Delayed Gratification,unanswered,,skill,K1,K - Turn resources & flow,K1 - Discards,,,,,Paid for restraint,balatro,Earn gold per discard if no discards were used by the end of the show,"Earn gold per unused discard, whether or not any were used","Earn gold per unused discard, and the rate rises the longer you go without using one"
Q0571,Green Joker,unanswered,,skill,K1,K - Turn resources & flow,K1 - Discards,,,,,"Rises with acts, falls with discards",balatro,Gains a multiplier per act played this show and loses one per discard used,"Gains a multiplier per act played this show, with discards costing nothing","Gains a multiplier per act played and loses two per discard, so the choice is sharp"
Q0572,The Loose Card,unanswered,,rule,K1,K - Turn resources & flow,K1 - Discards,,,,,Discard whatever is connected to nothing. (line 845),generated,"Any card with no connection to anything else in its column may be discarded freely, and the column closes up behind it","Any card with no connection to anything else in its column may be discarded freely, and a replacement is drawn onto that column","Any card that is part of no potential meld at all may be discarded freely, whatever its column"
Q0573,The Mulligan,unanswered,,skill,K1,K - Turn resources & flow,K1 - Discards,,,,,Throws one card back,CARD_CATALOG,Discard one Entrance card per turn before placement; further copies add one discard each,"Discard any number of Entrance cards per turn, but each discard after the first costs 1 gold","Discard one Entrance card per turn, and the discarded card is replaced immediately from the deck"
Q0574,Fame banks at Continue,unanswered,,rule,K2,K - Turn resources & flow,K2 - Undo,,,,,A win is not banked until you say so,DESIGN_DOC.md §2 Core Game Loop refinements,"Fame is committed only when you press Continue after a win, so the show stays undoable until then","Fame is committed at the outcome screen, and only the last act is undoable","Fame is committed when you press Continue, and you may replay the show once instead of banking it"
Q0575,Free Undo,unanswered,,rule,K2,K - Turn resources & flow,K2 - Undo,,,,,Grants one free undo per turn that does not carry over,CARD_CATALOG,"One free undo per turn, which does not carry over","One free undo per turn, and unused undos accumulate up to three","Unlimited undos until the first line scores each show, and none after"
Q0576,The Escapologist,unanswered,,skill,K2,K - Turn resources & flow,K2 - Undo,,,,,"Free undo becomes 2 per turn, and all debuffs on your cards expire one show sooner",CARD_CATALOG,"Free undos become two per turn, and debuffs on your cards expire one show sooner",Free undos become two per turn,"Free undos become two per turn, and an undo also rewinds any debuff applied since"
Q0577,Live undo during resolution,unanswered,,rule,K2,K - Turn resources & flow,K2 - Undo,,,,,Undo mid-resolution,DESIGN_DOC.md §2 Core Game Loop refinements,"Pressing Undo during a resolving act cancels it: resolution fast-forwards and the pre-act board returns, costing no act","Pressing Undo during a resolving act cancels it, but the act is still spent","Pressing Undo during a resolving act pauses it, letting you resume or cancel after seeing what has resolved so far"
Q0578,The Ledger of Undos,unanswered,,rule,K2,K - Turn resources & flow,K2 - Undo,,,,,Undo accrual has to account for its own rewinding. (line 807),generated,"Undos accrue every few turns; undoing rewinds the turn counter, and the game tracks what you already banked so a rewind cannot mint you a second one","Undos accrue every few turns, and rewinding past the point one was earned takes it back again","Undos accrue per turn and are banked permanently the moment they are earned, so rewinding never touches them"
Q0579,The Rewinder,unanswered,,skill,K2,K - Turn resources & flow,K2 - Undo,,,,,Spends your safety net for points,CARD_CATALOG,"Cue: destroy your oldest undo snapshots for bonus points each, up to five per act","Cue: destroy every undo snapshot you hold for bonus points each, once per show",Cue: destroy your oldest undo snapshot for bonus points scaling with how many turns ago it was taken
Q0580,Escalating reroll cost,unanswered,,rule,K3,K - Turn resources & flow,K3 - Rerolls,,,,,Rerolling gets dearer,DESIGN_DOC.md §16 Economy & Shop,Shop reroll cost rises with each use within a shop,Shop reroll cost rises with each use and does not reset between shops,"Shop reroll cost rises with each use, and the first reroll of each shop is always free"
Q0581,Flash Card,unanswered,,skill,K3,K - Turn resources & flow,K3 - Rerolls,,,,,Grows on rerolls,balatro,Gains a permanent bonus for every shop reroll you make,"Gains a permanent bonus per reroll, and the reroll cost stops rising while it is held","Gains a permanent bonus per reroll, and loses one for each shop you leave without rerolling"
Q0582,Burglar,unanswered,,skill,K4,K - Turn resources & flow,K4 - Acts / submits,,,,,"More acts, no discards",balatro,"When a show begins, gain extra acts and lose every discard for that show","When a show begins, gain extra acts and lose every discard and undo",You choose at show start how many discards to trade for how many extra acts
Q0583,John Robinson,unanswered,,rule,K4,K - Turn resources & flow,K4 - Acts / submits,,,,,"Elite hazard: the show is shortened to 2 submits instead of 3, with the goal unchanged",CARD_CATALOG,"Elite hazard: the show has 2 submits instead of 3, with the goal unchanged","Elite hazard: the show has 2 submits instead of 3, and the goal drops 20%",Elite hazard: the show ends the moment any grid is completely filled
Q0584,The All-Nighter,unanswered,,rule,K4,K - Turn resources & flow,K4 - Acts / submits,,,,,Three times the show,DESIGN_REFERENCES.md §A13 Korea & Southeast Asia,"Show: triple the submits, triple the goal, triple the reward","Show: triple the submits and goal, with the reward scaling to how far past the goal you get","Show: triple the submits and goal, and the deck is not reshuffled between them"
Q0585,The Needle,unanswered,,rule,K4,K - Turn resources & flow,K4 - Acts / submits,,,,,Boss: one act only,balatro,"Boss: the show has a single act, at a proportionally lower goal",Boss: the show has a single act at the full goal,"Boss: the show has a single act, and every line completed in it scores twice"
Q0586,Audience Patience,unanswered,,rule,K5,K - Turn resources & flow,K5 - Patience clock,,,,,"Each show, patience starts at N; each pickup or placement spends 1 patience, a unique effect trigger refunds 1; at 0 patience the Entrance auto-commits",CARD_CATALOG,Patience starts at 20 each show; every pickup or placement spends 1 and every unique effect trigger refunds 1; at 0 the Entrance auto-commits its remaining cards to random cells,"Patience starts at 20 each show and is spent only by placement, never by pickup; at 0 the show ends immediately and scores what is on the grid",Each grid carries its own patience of 10; running one grid dry locks it and forces the Entrance onto another grid
Q0587,Lavender Loop,unanswered,,rule,K5,K - Turn resources & flow,K5 - Patience clock,,,,,The goal grows while you think,cryptid,The show's goal rises steadily with real time spent in it,"The show's goal rises with the number of actions taken, not with real time","The show's goal rises with real time, and pausing stops the clock at a fame cost"
Q0588,Roman Numerals rank,unanswered,,rank,K6,K - Turn resources & flow,K6 - Time / tempo,,,,,A rank that keeps time,curated effects pre grid.csv:53,Ranks run 1 to 12 and wrap; the rank advances by 1 with every player action,Ranks run 1 to 12 and wrap; the rank advances by 1 with every line completed,"Ranks run 1 to 12 and wrap; the rank advances by 1 per action, and you may cue to stop the clock for a turn"
Q0589,The Charivari,unanswered,,skill,K6,K - Turn resources & flow,K6 - Time / tempo,,,,,"If 4 or more cards are placed onto the grid on the first turn of a show, gain bonus multiplier on the first act's payout",CARD_CATALOG,"If four or more cards are placed on the first turn of a show, the first act's payout gains a multiplier","If the whole Entrance is placed within one turn, that act's payout gains a multiplier",Each act gains a multiplier scaling with how few turns it took to fill the lines that scored in it
Q0590,La Belle Lucie merci rule,unanswered,,rule,K7,K - Turn resources & flow,K7 - Free actions,,,,,One mercy move,gam draft.txt:1227,"When no legal moves remain, one card may be shifted up or down by one position","When no legal moves remain, one card may be moved anywhere, once per show","One mercy move is granted per show whether or not you are stuck, and it is lost if unused"
Q0591,Soundcheck,unanswered,,rule,K7,K - Turn resources & flow,K7 - Free actions,,,,,"At show start, grants one free move (grab and place one stack) before the first Entrance refresh, without spending an act",CARD_CATALOG,"At show start, one free grab-and-place before the first Entrance refresh, costing no act","At the start of every act, one free grab-and-place costing no act","At show start, one free grab-and-place, and another every time a grid is completely filled"
Q0592,Stuntman,unanswered,,skill,K7,K - Turn resources & flow,K7 - Free actions,,,,,"Huge, and it costs you room",balatro,"A very large flat bonus, at the cost of two Entrance slots","A very large flat bonus, at the cost of one act per show","A very large flat bonus, at the cost of two Entrance slots, refundable by selling it"
Q0593,5D multiverse time-travel card,unanswered,,skill,K8,K - Turn resources & flow,K8 - Phase manipulation,,,,,Sends a card into the past,random potential effects.csv:31,"Cue: send a card into a past board state, play that board out, and keep only what differs from the present",Cue: send a card into the previous turn's board state and replay that turn with it there,"Cue: rewind the grid to its state three turns ago, keeping every card you have gained since"
Q0594,Labyrinth,unanswered,,skill,K8,K - Turn resources & flow,K8 - Phase manipulation,,,,,Every act is the first act,cryptid,Every act counts as the first act of the show for every effect that cares,"Every act counts as the first act, and every discard as the first discard","Every act counts as the first, and every act also counts as the last"
Q0595,The Crowd Takes Over,unanswered,,rule,K8,K - Turn resources & flow,K8 - Phase manipulation,,,,,The audience plays your turn,DESIGN_REFERENCES.md §G The Modern Era,"For one turn, a seeded random audience makes your moves for you","For one turn the audience makes your moves, and anything it scores pays double",For one turn the audience proposes each move and you may veto one of them
Q0596,The Fourth Wall,unanswered,,skill,K8,K - Turn resources & flow,K8 - Phase manipulation,,,,,"Once per act, during scoring resolution, pauses the show to allow one grab/place before resolution continues",CARD_CATALOG,"Once per act, pause scoring mid-resolution to make one grab and place before resolution continues","Once per show, pause scoring mid-resolution to make one grab and place","Once per act, pause scoring mid-resolution to make one grab and place, but the paused line scores at half"
Q0597,The Time Signature,unanswered,,rule,K8,K - Turn resources & flow,K8 - Phase manipulation,,,,,Splits the submit in two,CARD_CATALOG,"Rows score at Submit as normal; columns score at the start of the next turn against the board as it then stands, and the combo carries across","Rows score at Submit; columns score at the start of the next turn, and the combo resets between them","You choose per act whether rows or columns resolve first, and the second one resolves against the board the first one left"
Q0598,Paper the House,unanswered,,consumable,K9,K - Turn resources & flow,K9 - End early,,,,,"Consumable: auto-passes one town's fame check, but grants zero fame and zero rewards from it",CARD_CATALOG,"Consumable: one town's requirement passes automatically, granting no fame and no rewards",Consumable: one town's requirement passes automatically at half fame and half rewards,"Consumable: one town's requirement passes automatically, and the following town's goal rises by the fame you skipped"
Q0599,Golden Buzzer,unanswered,,consumable,K9,K - Turn resources & flow,K9 - End early,,,,,"Consumable, once per run: skips one town's requirement entirely for an instant win with full rewards",CARD_CATALOG,"Consumable, once per run: one show is skipped and counts as won with full rewards","Consumable, once per run: one show is skipped and counts as won, with no rewards","Consumable, once per run: one show is won immediately at whatever score is already on the grid"
Q0600,The Gong,unanswered,,rule,K9,K - Turn resources & flow,K9 - End early,,,,,Town hazard: any submit scoring under 25% of goal ends the show immediately,CARD_CATALOG,Town hazard: any submit scoring under 25% of goal ends the show at once,Town hazard: any submit scoring under 25% of goal costs you an act,Town hazard: any submit scoring less than the one before it ends the show at once
Q0601,The Big Top,unanswered,,skill,K10,K - Turn resources & flow,K10 - Spatial cost,,,,,Priced in board space,generated,"This card blocks the four cells around it, which can never be filled, and scores hugely for it","This card blocks the four cells around it, and scores in proportion to how many it is blocking","This card blocks its neighbours until it scores, then releases them"
Q0602,The Clearance,unanswered,,rule,K10,K - Turn resources & flow,K10 - Spatial cost,,,,,Room is the resource,generated,"Rule: effects are paid for with empty cells rather than gold, at a fixed rate","Rule: effects may be paid for with empty cells or gold, your choice, at a fixed rate","Rule: effects are paid for with empty cells, and a full grid means nothing can fire"
Q0603,The Deposit,unanswered,,skill,K10,K - Turn resources & flow,K10 - Spatial cost,,,,,Pay a cell to fire,generated,Cue: permanently destroy one empty cell on the grid to fire this card's effect,Cue: block one empty cell for the rest of the show to fire this card's effect,"Cue: block one empty cell per use, so repeated use costs more and more room"
Q0604,The Casting Call,unanswered,,skill,K11,K - Turn resources & flow,K11 - Choice-presenting,,,,,Lets you choose the target every time,generated,"Each time this card triggers, you choose which card its effect lands on","Each time this card triggers, you choose the target from three the card offers","Each time this card triggers you choose the target, and choosing the same one twice running doubles it"
Q0605,The Director's Note,unanswered,,skill,K11,K - Turn resources & flow,K11 - Choice-presenting,,,,,"Fires, then asks",generated,"When a line scores, choose which of its cards keeps the bonus for the rest of the show","When a line scores, choose one of its cards to score again immediately","When a line scores, choose between a large bonus now and a smaller permanent one"
Q0606,The Fork,unanswered,,consumable,K11,K - Turn resources & flow,K11 - Choice-presenting,,,,,"Two roads, pick one",generated,Consumable: offers two effects drawn at random; you take one and the other is lost,Consumable: offers two effects; you take one now and the other becomes available next show,"Consumable: offers three effects and you take one, with the rejected two raising the odds of better offers later"
Q0607,Bus Driver,unanswered,,skill,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,"Usually great, sometimes awful",cryptid,"A large multiplier three times in four, and an equally large penalty the fourth","A large multiplier three times in four, and nothing the fourth","A large multiplier three times in four and a penalty the fourth, with the odds improving each time it pays out"
Q0608,Chocolate Die,unanswered,,rule,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,A die decides what happens next,cryptid,Beating a boss rolls a die to start a random event,"Beating a boss rolls a die to start a random event, and you may reroll once",Beating a boss rolls a die whose faces you have collected over the run
Q0609,Color-wheel booth,unanswered,,rule,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,Bet on a colour,DESIGN_REFERENCES.md §A13 Korea & Southeast Asia,Stake a gold card on a suit at a wheel; hitting it pays out several times over,Stake any number of gold cards on a suit at a wheel; hitting it pays out several times over,"Stake a gold card on a suit; hitting it pays out, and missing converts the stake into a debuff card"
Q0610,Glitched,unanswered,,stamp,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,Every number on it is a lie,cryptid,"Every value on this card is randomised within a wide band, rerolled each show","Every value on this card is randomised once, when acquired, and fixed thereafter","Every value is randomised each act, so the same card is different every time it fires"
Q0611,Misprint,unanswered,,skill,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,A wildly variable bonus,balatro,"Scores a random multiplier between nothing and a large amount, rerolled every act","Scores a random multiplier between nothing and a large amount, fixed for the whole show once rolled","Scores a random multiplier, and you may reroll it once per act"
Q0612,Run the monte (thrower),unanswered,,rule,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,Run the game yourself,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","Play the swindler's side for gold, at the risk of the town's reputation",Play the swindler's side for gold; being caught bars you from that town for the rest of the run,"Play the swindler's side for gold, with the payout and the risk both set by how long you keep going"
Q0613,Snake Oil,unanswered,,consumable,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,"Consumable: gives +3 rank to one card this show, with a seeded 1-in-4 chance of doing nothing",CARD_CATALOG,"Consumable: +3 rank to one card this show, with a 1-in-4 chance of doing nothing at all","Consumable: +3 rank to one card permanently, with a 1-in-2 chance of doing nothing at all",Consumable: +3 rank to one card this show; on the 1-in-4 failure it instead loses 3 rank
Q0614,The Faro Bank,unanswered,,rule,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,A crooked bank,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","Gambling node where the house cheats, and you may cheat back",Gambling node where the house cheats; catching it out pays the whole bank,"Gambling node where the house cheats and you may cheat back, with being caught costing town reputation"
Q0615,Trick-or-Treat,unanswered,,skill,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,"Sold, it is a treat or a trick",cryptid,"When sold, usually creates two useful tokens, and occasionally a cursed card instead","When sold, creates two useful tokens or a cursed card at even odds","When sold, creates tokens or a curse, and you may pay gold to improve the odds"
Q0616,Wheel of Death roulette,unanswered,,skill,L1,"L - Risk, gambling & failure",L1 - Coin flip,,,,,A wheel that lands where the knife did,DESIGN_REFERENCES.md §B4 Danger Acts,A bonus wheel spins and pays out on the cell where the last Knives card scored,"A bonus wheel spins and pays out on a random cell, with the payout scaling with that cell's rank","A bonus wheel spins where the last Knives card scored, and you may re-spin once at the cost of half the payout"
Q0617,Fragile,unanswered,,skill,L2,"L - Risk, gambling & failure",L2 - Odds manipulation,,,,,Its odds cannot be improved,cryptid,"A large multiplier with a small chance of destruction each trigger, and no effect may alter those odds","A large multiplier with a small chance of destruction, and odds-improving effects work on it normally","A large multiplier whose destruction odds cannot be altered, and which grows each time it survives"
Q0618,Non Verisimile,unanswered,,skill,L2,"L - Risk, gambling & failure",L2 - Odds manipulation,,,,,Long odds pay proportionally,cryptid,"Whenever a probability check succeeds, gains a multiplier equal to how unlikely it was","Whenever a probability check succeeds, gains a fixed multiplier regardless of the odds","Whenever a probability check succeeds, gains a multiplier equal to its odds, and loses one when a check fails"
Q0619,Oops! All 6s,unanswered,,skill,L2,"L - Risk, gambling & failure",L2 - Odds manipulation,,,,,Doubles every chance in the game,balatro,Every stated probability in the game is doubled,Every stated probability affecting your own cards is doubled,"Every stated probability is doubled, including the ones that work against you"
Q0620,Wheel of Hope,unanswered,,skill,L2,"L - Risk, gambling & failure",L2 - Odds manipulation,,,,,Paid for its failures,cryptid,Gains a permanent multiplier every time one of your probability checks fails,"Gains a permanent multiplier every time a probability check fails, and loses it when one succeeds","Gains a permanent multiplier per failed check, scaling with how likely that check was to succeed"
Q0621,Injury stacking status,unanswered,,rule,L3,"L - Risk, gambling & failure",L3 - Injury stacks,,,,,"Injuries stack, and they end careers",gam draft.txt:1028,"Each act a card performs may add an injury stack, and each stack raises the chance it retires permanently; a card that sits out an act sheds one",Each act may add an injury stack raising the retirement chance; stacks never clear,"Each act may add an injury stack; a card sits out to shed one, and a protective card lowers the chance"
Q0622,"Net card lowers retirement, raises injury",unanswered,,skill,L3,"L - Risk, gambling & failure",L3 - Injury stacks,,,,,A net changes the odds,gam draft.txt:1176,Raises the chance of injury but lowers the chance of retirement,Lowers the chance of retirement without affecting injury at all,"Raises injury chance and lowers retirement chance, and converts each prevented retirement into fame"
Q0623,Contract Ink,unanswered,,stamp,L4,"L - Risk, gambling & failure",L4 - Permanent retirement,,,,,"Scores +X points per show it is played; if benched two shows in a row, it is permanently removed from the deck",CARD_CATALOG,Scores bonus points each show it is played; two consecutive shows unplaced and it is removed from the deck for good,Scores bonus points each show it is played; one show unplaced and it drops a rarity tier,"Scores double points each show it is played, and is removed from the deck for good after five shows regardless"
Q0624,Railroad Jump,unanswered,,rule,L4,"L - Risk, gambling & failure",L4 - Permanent retirement,,,,,"Map-edge hazard: traveling this route costs one card, permanently removed from the deck",CARD_CATALOG,"Map hazard: taking this route costs one card, removed from the deck for good","Map hazard: taking this route costs one card of your choice, removed from the deck for good","Map hazard: taking this route costs one random card, which returns two towns later"
Q0625,Bull-leap vault,unanswered,,skill,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,Dodges the attack and takes a bow,DESIGN_REFERENCES.md §A1 The Ancient World,"When a boss attacks this card's column, it dodges and scores instead","When a boss attacks anywhere on its grid, this card dodges the hit for the whole column and scores","When a boss attacks this card's column, it dodges and scores; each successful dodge raises the score it takes"
Q0626,Deus ex Machina,unanswered,,consumable,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,"Consumable, once per run: when a show is lost, it is instead won at exactly the goal",CARD_CATALOG,"Consumable, once per run: a lost show is instead won at exactly its goal",Consumable: a lost show is replayed from the start with the same deck and a fresh seed,"Consumable, once per run: a lost show is won, and the next show's goal doubles"
Q0627,Press Bribery,unanswered,,skill,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,"Once: on failing a town, keep touring as if it were won; if still unspent by the final town, converts to an automatic win there",CARD_CATALOG,"Once: a failed town is treated as won and the tour continues; unspent at the final town, it becomes an automatic win there","Once: a failed town is treated as won and the tour continues; unspent, it is simply wasted",Once: a failed town is replayed with the Entrance order known in advance
Q0628,The Elimination Save,unanswered,,rule,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,"Two would die, so they duel","DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom","When two cards would be destroyed at once, they duel and the winner survives","When two cards would be destroyed at once, you choose which survives","When two cards would be destroyed at once they duel, and the survivor takes the loser's rank"
Q0629,The Mime,unanswered,,stamp,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,Takes the hit for the stack,CARD_CATALOG,Attaches to a stack and absorbs the first hostile effect aimed at any card in it,"Attaches to a stack and absorbs every hostile effect aimed at it, breaking after three","Attaches to a stack and absorbs the first hostile effect each show, refreshing between shows"
Q0630,The Rodeo Clown,unanswered,,skill,L5,"L - Risk, gambling & failure",L5 - Insurance,,,,,Steps in front of the hit,CARD_CATALOG,"Once per turn, when a boss or town effect targets another of your cards, it hits this one instead","Whenever a boss or town effect targets another of your cards, it hits this one instead, until this card is destroyed","Once per turn, redirect a hostile effect onto this card, and this card scores bonus points for taking it"
Q0631,All In card,unanswered,,skill,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,"Double now, double the goal",random potential effects.csv:3,"On the next score, the total doubles, and so does the score needed next round","On the next score the total doubles, and the next round's goal rises by half",You choose the multiplier; the goal rises by the same multiplier
Q0632,Flesh Panopticon,unanswered,,rule,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,An enormous boss that pays enormously,cryptid,"Boss: the goal is many times larger than normal, and beating it grants an outsized reward","Boss: the goal is many times larger, and you may decline it for a lesser reward","Boss: you set the multiplier on the goal yourself, and the reward scales with it"
Q0633,Risk/reward doubled-points tricks,unanswered,,rule,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,Bigger tricks fail more often,gam draft.txt:1115,"Higher-tier tricks pay more and fail more often, with risk-lowering cards to manage it","Higher-tier tricks pay more and fail more often, and you opt in per trick","Every trick may be attempted at doubled points for doubled failure chance, chosen per attempt"
Q0634,The Bullet Catch,unanswered,,skill,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,"When scored in the Spotlight, scores 10x rank, but has a seeded 1-in-13 chance of being destroyed instead",CARD_CATALOG,"When scored while spotlit, scores ten times its rank, with a 1-in-13 chance of being destroyed instead","When scored while spotlit, scores ten times its rank, with a 1-in-13 chance of being destroyed; each survival shortens the odds by one","When scored while spotlit, you choose the multiplier up to ten times rank, and the destruction chance scales with it"
Q0635,The Committee,unanswered,,rule,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,Submit a fake for inspection,"DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal","Submit a fake card for testing: a large reward if it survives scrutiny, destroyed if it does not","Submit a fake for testing: a large reward if it survives, and it becomes real if it does","Submit any card for testing: the reward scales with how fake it is, and failure destroys it"
Q0636,The Mask Wager,unanswered,,rule,L6,"L - Risk, gambling & failure",L6 - Double or nothing,,,,,Stake your identity,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,Duel: stake a card's stamp and identity; losing unmasks it permanently across the save file,Duel: stake a card's stamp; losing removes the stamp but leaves the card,"Duel: stake a card's identity, and the prize is the opponent's, so a win doubles your stamps"
Q0637,Entrance-set betting proposal,unanswered,,rule,L7,"L - Risk, gambling & failure",L7 - Declared bets,,,,,Bet on this Entrance against the next,gam draft.txt:1410,"Before placing, wager on whether the current Entrance will out-score the next one","Before placing, wager on whether the current Entrance will out-score the next; winning lets you keep both","Before placing, you may sell the current Entrance unseen for a fixed sum and take the next instead"
Q0638,Mock the Booking,unanswered,,skill,L7,"L - Risk, gambling & failure",L7 - Declared bets,,,,,Talks the contract down,DESIGN_REFERENCES.md §A7 India & South Asia,"Once per tour, reduce the declared Booking target","Once per tour, reduce the declared Booking target by half","Once per show, reduce the declared Booking target, but the reward falls by the same fraction"
Q0639,The Booking,unanswered,,rule,L7,"L - Risk, gambling & failure",L7 - Declared bets,,,,,"Declares a goal/term for the show (e.g. score X with no Knife melds); fulfilling it grants bonus fame, missing it triggers a worse penalty",CARD_CATALOG,"Declare a term for the show before it starts - a score with a named restriction; meeting it pays a bonus, missing it costs more than the bonus was worth","Declare a term before the show; meeting it pays a bonus, missing it simply pays nothing","Declare a term before the show, and declare how much you are staking on it; both the bonus and the penalty scale with the stake"
Q0640,The Rider,unanswered,,skill,L7,"L - Risk, gambling & failure",L7 - Declared bets,,,,,Carries a clause you have to honour,CARD_CATALOG,"Carries one hidden instruction; obeying it all show scores this card double, and breaking it scores it zero without telling you","Carries one hidden instruction; obeying it scores this card double, and breaking it is announced when it happens",Carries one hidden instruction that you may pay gold to read before the show starts
Q0641,Crit chance to increase score,unanswered,,rule,L8,"L - Risk, gambling & failure",L8 - Crit chance,,,,,Sometimes a trigger lands harder,gam draft.txt:1177,Every trigger has a small chance to crit and pay double,"Every trigger has a small chance to crit and pay double, with the chance rising per trigger already fired this act",Every trigger has a chance to crit; the chance is fixed but the crit multiplier grows with the act's combo
Q0642,Brodie's Leap,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,"Banks fame each show for an unearned stunt; if ever exposed by an inspection effect, loses double everything banked",CARD_CATALOG,Banks points each show instead of scoring them; any inspection effect used on this card forfeits the whole bank,"Banks points each show and pays out at the end of the run, but the bank is lost entirely if this card is ever covered","Banks double points each show, with a 1-in-4 chance at the end of each show that the bank is lost"
Q0643,Cavendish,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,"Enormous, and it might not survive",balatro,"Triples score, with a 1-in-1000 chance of being destroyed at the end of each show","Triples score, with a 1-in-100 chance of being destroyed at the end of each show","Triples score, and the destruction chance rises each show it survives"
Q0644,Cherry Pie,unanswered,,consumable,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,A debuff you took on purpose,DESIGN_RECOMMENDATIONS.md §9 Events,Take a debuff card for this show in exchange for gold,Take a debuff card for this show in exchange for gold scaling with how bad the debuff is,Take a debuff card for the rest of the run in exchange for gold every show
Q0645,Devil Parade,unanswered,,rule,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,Play the show with damaged goods,DESIGN_REFERENCES.md §A11 South America,Show variant: play the debuffed cards; each one scored turns its debuff into fame,Show variant: play the debuffed cards; each one scored clears its debuff permanently,"Show variant: every card you play is debuffed on arrival, and scoring turns each debuff into fame"
Q0646,Monopoly Money,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,Money that might not be real,cryptid,"A chance that purchases are destroyed on buying, and selling this card halves your gold","A chance that purchases are destroyed on buying, and selling this card costs all your gold","A chance purchases are destroyed, and each destroyed purchase permanently buffs this card"
